رقم الطلب,حالة الطلب,المدينة,SKU,طريقة الدفع,تاريخ الطلب
55659708,تم التوصيل,Riyadh,"['(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55595609,تم التوصيل,Medina,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55592438,تم التوصيل,Riyadh,"['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55619032,تم التوصيل,Medina,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55670188,تم التوصيل,Unayzah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55649393,تم التوصيل,Hail,['(SKU: 1LM6M)عرض الشتوية(Qty: 4)'],دفع عند الإستلام,01/01/2023
55674330,تم التوصيل,Ash Shimasiyah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55615776,تم التوصيل,Rvaya Aljamsh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55624770,تم التوصيل,Al Jumum,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55638261,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55673700,تم التوصيل,Riyadh,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55640999,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55589616,تم التوصيل,Hail,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",دفع عند الإستلام,01/01/2023
55618374,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55659151,تم التوصيل,Al Ahsa,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55589120,تم التوصيل,Dammam,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55592072,مسترجع,Mecca,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],دفع عند الإستلام,01/01/2023
55667772,تم التوصيل,Bishah,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,01/01/2023
55620833,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55618065,تم التوصيل,Khamis Mushait,"['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",تمارا,01/01/2023
55615553,تم التوصيل,Riyadh,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",مدى,01/01/2023
55578542,تم التوصيل,Jubail Industrial,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55599235,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55667371,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55649616,تم التوصيل,Mecca,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55618890,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55659704,تم التوصيل,Khamis Mushait,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55575294,تم التوصيل,Medina,"['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",تمارا,01/01/2023
55605736,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55676365,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)'],البطاقة الإئتمانية,01/01/2023
55643649,تم التوصيل,Wadi ad-Dawasir,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55604433,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55654279,تم التوصيل,Al Khurma,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55570521,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55677496,تم التوصيل,Riyadh,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",دفع عند الإستلام,01/01/2023
55615963,تم التوصيل,Al Badayea,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55598943,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55647500,تم التوصيل,Hail,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],دفع عند الإستلام,01/01/2023
55582336,تم التوصيل,Taif,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55590817,تم التوصيل,Medina,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55602207,تم التوصيل,Buraydah,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,01/01/2023
55646849,تم التوصيل,Al Jubail,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55592874,تم التوصيل,Al Duwadimi,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55667466,تم التوصيل,Riyadh,['(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55618699,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55660488,تم التوصيل,Mecca,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55574936,تم التوصيل,New Muwayh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55675784,تم التوصيل,As Sarrar,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55614399,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55656830,تم التوصيل,Khamis Mushait,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55633741,تم التوصيل,Riyadh,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)']",البطاقة الإئتمانية,01/01/2023
55594905,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55610001,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55655236,تم التوصيل,Yanbu,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55613223,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55618731,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55624963,تم التوصيل,Hail,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55622431,تم التوصيل,Dammam,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55658007,تم التوصيل,Yanbu,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55681149,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,01/01/2023
55602098,تم التوصيل,Jeddah,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55626006,تم التوصيل,Tabuk,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],دفع عند الإستلام,01/01/2023
55617152,ملغي,Taif,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55598732,تم التوصيل,Riyadh,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,01/01/2023
55644602,تم التوصيل,Al Ahsa,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55616348,تم التوصيل,Jeddah,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",دفع عند الإستلام,01/01/2023
55684254,تم التوصيل,Al Hofuf,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",مدى,01/01/2023
55606970,تم التوصيل,Al Khobar,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55654653,تم التوصيل,ASYAH,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55662053,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55571084,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55637328,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55678630,تم التوصيل,Hafar Al Batin,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55603417,تم التوصيل,Turaif,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55642115,تم التوصيل,Riyadh,"['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55641165,تم التوصيل,Al Hofuf,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55573515,تم التوصيل,Al Ahsa,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],دفع عند الإستلام,01/01/2023
55669838,مسترجع,Riyadh,['(SKU: OLIVEOILE16000M)زيت زيتون بكر قطفة أولى 16لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55610412,تم التوصيل,Dammam,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55662244,تم التوصيل,Dammam,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,01/01/2023
55608709,تم التوصيل,Najran,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 2)'],مدى,01/01/2023
55586683,تم التوصيل,Riyadh,['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 2)'],مدى,01/01/2023
55607190,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55583164,تم التوصيل,Medina,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55593819,تم التوصيل,Al Duwadimi,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55636984,تم التوصيل,Ash Shinan,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55622159,تم التوصيل,Sabya,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55590877,تم التوصيل,Dammam,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55606656,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 2)'],البطاقة الإئتمانية,01/01/2023
55649508,تم التوصيل,Ahad Rafidah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",دفع عند الإستلام,01/01/2023
55682338,تم التوصيل,Buraydah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",تمارا,01/01/2023
55613047,تم التوصيل,Hail,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55591805,ملغي,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55621545,تم التوصيل,Muhayil,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55644528,تم التوصيل,Taif,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55657267,تم التوصيل,Riyadh Al Khabra,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55637169,قيد الإسترجاع,Bishah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55674164,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)'],دفع عند الإستلام,01/01/2023
55612940,تم التوصيل,Al Ahsa,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55632148,تم التوصيل,Dammam,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",دفع عند الإستلام,01/01/2023
55643198,تم التوصيل,Buqayq,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55628372,تم التوصيل,Medina,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55629669,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55628657,تم التوصيل,Dhahran,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55620550,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE16000M)زيت زيتون بكر قطفة أولى 16لتر(Qty: 1)']",مدى,01/01/2023
55679352,تم التوصيل,Dhahran Al Janub,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55576237,تم التوصيل,Mecca,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 2)'],تمارا,01/01/2023
55590699,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55674856,تم التوصيل,Az Zulfi,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55567826,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55671613,تم التوصيل,Jeddah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",دفع عند الإستلام,01/01/2023
55600536,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55588342,تم التوصيل,Al Aridhah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55673460,تم التوصيل,Buqayq,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55642286,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 3)'],البطاقة الإئتمانية,01/01/2023
55605103,ملغي,Al Lith,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55594814,تم التوصيل,Arar,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55614873,تم التوصيل,Salwa,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55605753,تم التوصيل,Jeddah,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],تمارا,01/01/2023
55630449,تم التوصيل,Riyadh,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55680293,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55614627,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55625624,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55641858,تم التوصيل,Hail,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55580208,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55608648,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55572054,تم التوصيل,Jeddah,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 2)']",تمارا,01/01/2023
55679862,تم التوصيل,Al Ais,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],مدى,01/01/2023
55570133,تم التوصيل,Ar Rass,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55680783,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55682438,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55630152,تم التوصيل,Howtat Bani Tamim,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55632175,تم التوصيل,Riyadh,['(SKU: OLIVEOILE16000M)زيت زيتون بكر قطفة أولى 16لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55609254,تم التوصيل,Duba,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55626295,تم التوصيل,Hail,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,01/01/2023
55683965,تم التوصيل,Buraydah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55664553,تم التوصيل,Yanbu,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55619562,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55608530,مسترجع,Al Muzahimiyah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55638444,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55594669,تم التوصيل,Medina,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55637832,مسترجع,Bishah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55597269,تم التوصيل,Al Duwadimi,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55594995,تم التوصيل,Abha,"['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55589358,تم التوصيل,Abha,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 2)'],دفع عند الإستلام,01/01/2023
55612997,تم التوصيل,Buraydah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55662032,تم التوصيل,Buqayq,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55675452,تم التوصيل,Ar Rass,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",مدى,01/01/2023
55642105,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55668961,تم التوصيل,Jeddah,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,01/01/2023
55664071,تم التوصيل,Jazan,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55661981,تم التوصيل,Almuzaylif,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55618721,تم التوصيل,Abu Arish,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55567821,تم التوصيل,Al Ahsa,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55657124,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55683200,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55598908,تم التوصيل,Hafar Al Batin,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55580916,تم التوصيل,Huraymila,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55661042,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55673424,تم التوصيل,Sharorah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55617455,تم التوصيل,Medina,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,01/01/2023
55653989,تم التوصيل,Yanbu,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55597328,تم التوصيل,Jazan,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55640226,تم التوصيل,Hafar Al Batin,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55657672,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55580207,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55634593,تم التوصيل,Unayzah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55635694,تم التوصيل,Al Majmaah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55672117,تم التوصيل,Abha,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",تمارا,01/01/2023
55663171,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55592822,تم التوصيل,Riyadh,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55649884,تم التوصيل,Ayn Ibn Fuhayd,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55674365,تم التوصيل,Jeddah,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],مدى,01/01/2023
55620975,تم التوصيل,Riyadh,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,01/01/2023
55652414,تم التوصيل,Dammam,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55586632,تم التوصيل,Medina,"['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)','(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)']",تمارا,01/01/2023
55632900,تم التوصيل,Dhurma,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55569125,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55615554,تم التوصيل,Medina,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
